id,general_team,general_city,general_team_name,full_name,is_active,draft_team,draft_city,draft_team_name,organization_type,seniority,position,from_year,to_year,g-league,greatest_75_flag,height_definitivo,weight,hub,num_equipos
120,1610612737,Atlanta,Hawks,Steven Smith,Inactive,1610612748.0,Miami,Heat,College/University,15.0,Guard-Forward,1991.0,2004.0,No,No,203.2,100.2,USA,1
32,1610612753,Orlando,Magic,Clifford Rozier,Inactive,1610612744.0,Golden State,Warriors,College/University,4.0,Center,1994.0,1997.0,No,No,210.82,111.1,USA,1
440,1610612761,Toronto,Raptors,Zan Tabak,Inactive,1610612745.0,Houston,Rockets,Other Team/Club,6.0,Center,1994.0,2000.0,No,No,213.36,116.6,Eastern Europe,1
914,1610612746,Los Angeles,Clippers,Stanley Roberts,Inactive,1610612753.0,Orlando,Magic,College/University,9.0,Center,1991.0,1999.0,No,No,213.36,131.5,USA,1
291,1610612748,Miami,Heat,Ed Pinckney,Inactive,1610612756.0,Phoenix,Suns,College/University,12.0,Forward,1985.0,1996.0,No,No,205.74,108.9,USA,1
420,1610612751,New Jersey,Nets,Jayson Williams,Inactive,1610612756.0,Phoenix,Suns,College/University,9.0,Forward,1990.0,1998.0,No,No,205.74,108.9,USA,1
762,1610612751,New Jersey,Nets,Shawn Bradley,Inactive,1610612755.0,Philadelphia,76ers,College/University,13.0,Center,1993.0,2004.0,No,No,228.6,124.7,USA,1
93,1610612761,Toronto,Raptors,Hubert Davis,Inactive,1610612752.0,New York,Knicks,College/University,13.0,Guard,1992.0,2003.0,No,No,195.58,83.0,USA,2
1108,1610612748,Miami,Heat,Tony Farmer,Inactive,0.0,Undrafted,Undrafted,Unknown,3.0,Forward,1997.0,1999.0,No,No,205.74,110.7,USA,1
238,1610612739,Cleveland,Cavaliers,Tyrone Hill,Inactive,1610612744.0,Golden State,Warriors,College/University,14.0,Forward,1990.0,2003.0,No,No,205.74,113.4,USA,2
168,1610612739,Cleveland,Cavaliers,Chris Mills,Inactive,1610612739.0,Cleveland,Cavaliers,College/University,11.0,Forward,1993.0,2002.0,No,No,200.66,99.8,USA,2
934,1610612755,Philadelphia,76ers,Derrick Coleman,Inactive,1610612751.0,New Jersey,Nets,College/University,15.0,Forward,1990.0,2004.0,No,No,208.28,122.5,USA,2
984,1610612738,Boston,Celtics,Steve Hamer,Inactive,1610612738.0,Boston,Celtics,College/University,1.0,Center,1996.0,1996.0,No,No,213.36,111.1,USA,1
997,1610612763,Vancouver,Grizzlies,Chris Robinson,Inactive,1610612763.0,Vancouver,Grizzlies,College/University,2.0,Guard,1996.0,1997.0,No,No,195.58,90.7,USA,1
65,1610612738,Boston,Celtics,Greg Minor,Inactive,1610612746.0,Los Angeles,Clippers,College/University,5.0,Guard,1994.0,1998.0,No,No,198.12,95.3,USA,1
971,1610612755,Philadelphia,76ers,Mark Hendrickson,Inactive,1610612755.0,Philadelphia,76ers,College/University,4.0,Forward,1996.0,1999.0,No,No,205.74,99.8,USA,1
210,1610612739,Cleveland,Cavaliers,Terrell Brandon,Inactive,1610612739.0,Cleveland,Cavaliers,College/University,12.0,Guard,1991.0,2002.0,No,No,180.34,78.5,USA,1
234,1610612742,Dallas,Mavericks,Khalid Reeves,Inactive,1610612748.0,Miami,Heat,College/University,6.0,Guard,1994.0,1999.0,No,No,190.5,90.3,USA,1
955,1610612742,Dallas,Mavericks,Samaki Walker,Inactive,1610612742.0,Dallas,Mavericks,College/University,11.0,Forward,1996.0,2005.0,No,No,205.74,117.9,USA,2
1381,1610612761,Toronto,Raptors,John Long,Inactive,1610612765.0,Detroit,Pistons,College/University,14.0,Guard,1978.0,1996.0,No,No,195.58,90.7,USA,1
209,1610612766,Charlotte,Hornets,Dell Curry,Inactive,1610612762.0,Utah,Jazz,College/University,16.0,Guard-Forward,1986.0,2001.0,No,No,195.58,93.0,USA,2
216,1610612753,Orlando,Magic,Brian Shaw,Inactive,1610612738.0,Boston,Celtics,College/University,15.0,Guard,1988.0,2002.0,No,No,198.12,90.7,USA,1
938,1610612753,Orlando,Magic,Rony Seikaly,Inactive,1610612748.0,Miami,Heat,College/University,11.0,Center,1988.0,1998.0,No,No,210.82,114.8,USA,1
1496,1610612751,New Jersey,Nets,Keith Van Horn,Inactive,1610612755.0,Philadelphia,76ers,College/University,10.0,Forward,1997.0,2005.0,No,No,208.28,111.1,USA,3
682,1610612739,Cleveland,Cavaliers,Bob Sura,Inactive,1610612739.0,Cleveland,Cavaliers,College/University,11.0,Guard,1995.0,2006.0,No,No,195.58,90.7,USA,2
358,1610612753,Orlando,Magic,Anfernee Hardaway,Inactive,1610612744.0,Golden State,Warriors,College/University,14.0,Forward,1993.0,2007.0,No,No,200.66,97.5,USA,3
348,1610612739,Cleveland,Cavaliers,Mitchell Butler,Inactive,0.0,Undrafted,Undrafted,Unknown,9.0,Guard,1993.0,2003.0,No,No,195.58,95.3,USA,1
917,1610612751,New Jersey,Nets,Jack Haley,Inactive,1610612741.0,Chicago,Bulls,College/University,9.0,Forward,1988.0,1997.0,No,No,208.28,108.9,USA,1
356,1610612762,Utah,Jazz,Chris Morris,Inactive,1610612751.0,New Jersey,Nets,College/University,11.0,Forward,1988.0,1998.0,No,No,203.2,103.4,USA,1
1444,1610612758,Sacramento,Kings,Lawrence Funderburke,Inactive,1610612758.0,Sacramento,Kings,College/University,8.0,Forward,1997.0,2004.0,No,No,205.74,104.3,USA,1
355,1610612757,Portland,Trail Blazers,Vincent Askew,Inactive,1610612755.0,Philadelphia,76ers,College/University,9.0,Guard,1987.0,1997.0,No,No,198.12,95.3,USA,1
469,1610612748,Miami,Heat,Jamal Mashburn,Inactive,1610612742.0,Dallas,Mavericks,College/University,12.0,Forward,1993.0,2003.0,No,No,203.2,112.0,USA,2
1005,1610612761,Toronto,Raptors,Walt Williams,Inactive,1610612758.0,Sacramento,Kings,College/University,12.0,Forward-Guard,1992.0,2002.0,No,No,203.2,104.3,USA,2
1512,1610612742,Dallas,Mavericks,Chris Anstey,Inactive,1610612757.0,Portland,Trail Blazers,Other Team/Club,2.0,Center,1997.0,1999.0,No,No,213.36,112.9,Oceania,1
1128,1610612760,Seattle,SuperSonics,Stephen Howard,Inactive,0.0,Undrafted,Undrafted,Unknown,4.0,Forward,1992.0,1997.0,No,No,205.74,102.1,USA,1
1086,1610612745,Houston,Rockets,Joe Stephens,Inactive,0.0,Undrafted,Undrafted,Unknown,3.0,Forward,1996.0,1999.0,No,No,200.66,95.3,USA,1
1507,1610612739,Cleveland,Cavaliers,Derek Anderson,Inactive,1610612739.0,Cleveland,Cavaliers,College/University,12.0,Guard,1997.0,2007.0,No,No,195.58,88.5,USA,5
1526,1610612760,Seattle,SuperSonics,James Cotton,Inactive,1610612743.0,Denver,Nuggets,College/University,2.0,Guard,1997.0,1998.0,No,No,195.58,99.8,USA,1
339,1610612750,Minnesota,Timberwolves,Tom Gugliotta,Inactive,1610612764.0,Washington,Bullets,College/University,14.0,Forward,1992.0,2004.0,No,No,208.28,113.4,USA,1
82,1610612741,Chicago,Bulls,Bill Wennington,Inactive,1610612742.0,Dallas,Mavericks,College/University,13.0,Center,1985.0,1999.0,No,No,213.36,111.1,USA,2
1080,1610612739,Cleveland,Cavaliers,Henry James,Inactive,0.0,Undrafted,Undrafted,Unknown,7.0,Forward,1990.0,1997.0,No,No,203.2,99.8,USA,1
1513,1610612765,Detroit,Pistons,Scot Pollard,Inactive,1610612765.0,Detroit,Pistons,College/University,12.0,Center-Forward,1997.0,2007.0,No,No,210.82,126.1,USA,5
963,1610612738,Boston,Celtics,Dontae' Jones,Inactive,1610612752.0,New York,Knicks,College/University,1.0,Forward,1997.0,1997.0,No,No,203.2,99.8,USA,1
1110,1610612748,Miami,Heat,Mark Strickland,Inactive,0.0,Undrafted,Undrafted,Unknown,9.0,Forward,1994.0,2002.0,No,No,208.28,99.8,USA,1
718,1610612761,Toronto,Raptors,Gary Trent,Inactive,1610612749.0,Milwaukee,Bucks,College/University,10.0,Forward,1995.0,2003.0,No,No,203.2,113.4,USA,1
1519,1610612761,Toronto,Raptors,John Thomas,Inactive,1610612752.0,New York,Knicks,College/University,6.0,Center,1997.0,2005.0,Yes,No,205.74,120.2,USA,3
240,1610612752,New York,Knicks,Brooks Thompson,Inactive,1610612753.0,Orlando,Magic,College/University,4.0,Guard,1994.0,1997.0,No,No,193.04,87.5,USA,1
164,1610612752,New York,Knicks,Chris Childs,Inactive,0.0,Undrafted,Undrafted,Unknown,9.0,Guard,1994.0,2002.0,No,No,190.5,88.5,USA,1
753,1610612741,Chicago,Bulls,Randy Brown,Inactive,1610612758.0,Sacramento,Kings,College/University,13.0,Guard,1991.0,2002.0,No,No,187.96,86.2,USA,1
140,1610612766,Charlotte,Hornets,Donald Royal,Inactive,1610612739.0,Cleveland,Cavaliers,College/University,8.0,Forward,1989.0,1997.0,No,No,203.2,98.9,USA,1
98,1610612753,Orlando,Magic,Nick Anderson,Inactive,1610612753.0,Orlando,Magic,College/University,14.0,Forward-Guard,1989.0,2002.0,No,No,198.12,103.4,USA,1
431,1610612739,Cleveland,Cavaliers,Shawn Kemp,Inactive,1610612760.0,Seattle,SuperSonics,College/University,15.0,Forward,1989.0,2002.0,No,No,208.28,127.0,USA,1
958,1610612739,Cleveland,Cavaliers,Vitaly Potapenko,Inactive,1610612739.0,Cleveland,Cavaliers,College/University,12.0,Center-Forward,1996.0,2006.0,No,No,208.28,129.3,Eastern Europe,4
109,1610612747,Los Angeles,Lakers,Robert Horry,Inactive,1610612745.0,Houston,Rockets,College/University,17.0,Forward-Center,1992.0,2007.0,No,No,208.28,108.9,USA,2
916,1610612747,Los Angeles,Lakers,Corie Blount,Inactive,1610612741.0,Chicago,Bulls,College/University,12.0,Forward-Center,1993.0,2003.0,No,No,208.28,109.8,USA,3
1508,1610612746,Los Angeles,Clippers,Maurice Taylor,Inactive,1610612746.0,Los Angeles,Clippers,College/University,9.0,Forward-Center,1997.0,2006.0,No,No,205.74,120.2,USA,3
72,1610612738,Boston,Celtics,Kenny Anderson,Inactive,1610612751.0,New Jersey,Nets,College/University,14.0,Guard,1991.0,2004.0,No,No,185.42,76.2,USA,2
1506,1610612754,Indiana,Pacers,Austin Croshere,Inactive,1610612754.0,Indiana,Pacers,College/University,12.0,Forward,1997.0,2008.0,No,No,208.28,108.9,USA,4
365,1610612754,Indiana,Pacers,Derrick McKey,Inactive,1610612760.0,Seattle,SuperSonics,College/University,15.0,Forward,1987.0,2001.0,No,No,208.28,109.3,USA,1
445,1610612739,Cleveland,Cavaliers,Wesley Person,Inactive,1610612756.0,Phoenix,Suns,College/University,12.0,Guard-Forward,1994.0,2004.0,No,No,198.12,90.7,USA,1
156,1610612745,Houston,Rockets,Antoine Carr,Inactive,1610612765.0,Detroit,Pistons,College/University,16.0,Forward,1984.0,1999.0,No,No,205.74,102.1,USA,1
679,1610612744,Golden State,Warriors,Jason Caffey,Inactive,1610612741.0,Chicago,Bulls,College/University,9.0,Forward,1995.0,2002.0,No,No,203.2,116.1,USA,1
1801,1610612753,Orlando,Magic,Jonathan Kerner,Inactive,0.0,Undrafted,Undrafted,Unknown,2.0,Center,1998.0,2002.0,No,No,210.82,111.1,USA,1
23,1610612747,Los Angeles,Lakers,Dennis Rodman,Inactive,1610612765.0,Detroit,Pistons,College/University,14.0,Forward,1986.0,1999.0,No,Yes,200.66,95.3,USA,1
962,1610612738,Boston,Celtics,Walter McCarty,Inactive,1610612752.0,New York,Knicks,College/University,10.0,Forward,1996.0,2005.0,No,No,208.28,111.1,USA,2
1731,1610612747,Los Angeles,Lakers,Tyronn Lue,Inactive,1610612743.0,Denver,Nuggets,College/University,12.0,Guard,1998.0,2008.0,No,No,182.88,79.4,USA,6
979,1610612757,Portland,Trail Blazers,Jermaine O'Neal,Inactive,1610612757.0,Portland,Trail Blazers,High School,18.0,Center-Forward,1996.0,2013.0,No,No,210.82,115.7,USA,6
916,1610612739,Cleveland,Cavaliers,Corie Blount,Inactive,1610612741.0,Chicago,Bulls,College/University,12.0,Forward-Center,1993.0,2003.0,No,No,208.28,109.8,USA,3
934,1610612766,Charlotte,Hornets,Derrick Coleman,Inactive,1610612751.0,New Jersey,Nets,College/University,15.0,Forward,1990.0,2004.0,No,No,208.28,122.5,USA,2
55,1610612748,Miami,Heat,Marty Conlon,Inactive,0.0,Undrafted,Undrafted,Unknown,9.0,Center,1991.0,1999.0,No,No,208.28,101.6,USA,1
1820,1610612743,Denver,Nuggets,Kelly McCarty,Inactive,0.0,Undrafted,Undrafted,Unknown,1.0,Guard-Forward,1998.0,1998.0,No,No,200.66,90.7,USA,1
1743,1610612742,Dallas,Mavericks,Bruno Sundov,Inactive,1610612742.0,Dallas,Mavericks,Other Team/Club,8.0,Center,1998.0,2004.0,No,No,218.44,117.9,Eastern Europe,2
456,1610612760,Seattle,SuperSonics,Chuck Person,Inactive,1610612754.0,Indiana,Pacers,College/University,13.0,Forward,1986.0,1999.0,No,No,203.2,109.3,USA,1
221,1610612748,Miami,Heat,Clar. Weatherspoon,Inactive,1610612755.0,Philadelphia,76ers,College/University,14.0,Forward,1992.0,2004.0,No,No,200.66,122.5,USA,1
1953,1610612760,Seattle,SuperSonics,Lazaro Borrell,Inactive,0.0,Undrafted,Undrafted,Unknown,1.0,Forward,1999.0,1999.0,No,No,203.2,99.8,Latin America,1
95,1610612739,Cleveland,Cavaliers,Mark Bryant,Inactive,1610612757.0,Portland,Trail Blazers,College/University,16.0,Forward,1988.0,2002.0,No,No,205.74,113.4,USA,1
198,1610612739,Cleveland,Cavaliers,Danny Ferry,Inactive,1610612746.0,Los Angeles,Clippers,College/University,14.0,Forward,1990.0,2002.0,No,No,208.28,106.6,USA,1
672,1610612745,Houston,Rockets,Matt Bullard,Inactive,0.0,Undrafted,Undrafted,Unknown,12.0,Forward,1990.0,2002.0,No,No,208.28,103.9,USA,1
1065,1610612742,Dallas,Mavericks,Erick Strickland,Inactive,0.0,Undrafted,Undrafted,Unknown,10.0,Guard,1996.0,2004.0,No,No,190.5,98.9,USA,1
123,1610612742,Dallas,Mavericks,Robert Pack,Inactive,0.0,Undrafted,Undrafted,Unknown,13.0,Guard,1991.0,2003.0,No,No,187.96,86.2,USA,1
280,1610612759,San Antonio,Spurs,Felton Spencer,Inactive,1610612750.0,Minnesota,Timberwolves,College/University,12.0,Center,1990.0,2001.0,No,No,213.36,131.5,USA,2
1844,1610612760,Seattle,SuperSonics,Fred Vinson,Inactive,0.0,Undrafted,Undrafted,Unknown,2.0,Guard,1994.0,1999.0,No,No,193.04,86.2,USA,1
441,1610612739,Cleveland,Cavaliers,Lamond Murray,Inactive,1610612746.0,Los Angeles,Clippers,College/University,11.0,Forward,1994.0,2005.0,No,No,200.66,106.6,USA,2
958,1610612738,Boston,Celtics,Vitaly Potapenko,Inactive,1610612739.0,Cleveland,Cavaliers,College/University,12.0,Center-Forward,1996.0,2006.0,No,No,208.28,129.3,Eastern Europe,4
168,1610612744,Golden State,Warriors,Chris Mills,Inactive,1610612739.0,Cleveland,Cavaliers,College/University,11.0,Forward,1993.0,2002.0,No,No,200.66,99.8,USA,2
317,1610612744,Golden State,Warriors,John Starks,Inactive,0.0,Undrafted,Undrafted,Unknown,13.0,Guard,1988.0,2001.0,No,No,195.58,86.2,USA,1
969,1610612747,Los Angeles,Lakers,Travis Knight,Inactive,1610612741.0,Chicago,Bulls,College/University,8.0,Center,1996.0,2002.0,No,No,213.36,106.6,USA,1
255,1610612765,Detroit,Pistons,Grant Hill,Inactive,1610612765.0,Detroit,Pistons,College/University,18.0,Forward,1994.0,2012.0,No,No,203.2,102.1,USA,3
1559,1610612738,Boston,Celtics,Adrian Griffin,Inactive,0.0,Undrafted,Undrafted,Unknown,10.0,Guard-Forward,1999.0,2007.0,No,No,195.58,104.3,USA,4
49,1610612751,New Jersey,Nets,Gheorghe Muresan,Inactive,1610612764.0,Washington,Bullets,Other Team/Club,7.0,Center,1993.0,1999.0,No,No,231.14,137.4,Eastern Europe,1
1906,1610612748,Miami,Heat,Tim James,Inactive,1610612748.0,Miami,Heat,College/University,4.0,Forward,1999.0,2002.0,No,No,200.66,97.1,USA,1
63,1610612764,Washington,Wizards,Michael Smith,Inactive,1610612758.0,Sacramento,Kings,College/University,8.0,Forward,1994.0,2000.0,No,No,203.2,108.9,USA,1
1538,1610612739,Cleveland,Cavaliers,Cedric Henderson,Inactive,1610612739.0,Cleveland,Cavaliers,College/University,6.0,Forward,1997.0,2002.0,No,No,200.66,102.1,USA,1
31,1610612764,Washington,Wizards,Lorenzo Williams,Inactive,0.0,Undrafted,Undrafted,Unknown,7.0,Forward,1992.0,1999.0,No,No,205.74,90.7,USA,1
400,1610612753,Orlando,Magic,Derek Strong,Inactive,1610612755.0,Philadelphia,76ers,College/University,10.0,Forward,1991.0,2000.0,No,No,205.74,108.9,USA,1
457,1610612752,New York,Knicks,Andrew Lang,Inactive,1610612756.0,Phoenix,Suns,College/University,12.0,Center,1988.0,1999.0,No,No,210.82,124.7,USA,1
1901,1610612737,Atlanta,Hawks,Dion Glover,Inactive,1610612737.0,Atlanta,Hawks,College/University,6.0,Forward-Guard,1999.0,2004.0,No,No,195.58,102.1,USA,2
137,1610612760,Seattle,SuperSonics,Vernon Maxwell,Inactive,1610612743.0,Denver,Nuggets,College/University,13.0,Guard,1988.0,2000.0,No,No,193.04,86.2,USA,1
1005,1610612745,Houston,Rockets,Walt Williams,Inactive,1610612758.0,Sacramento,Kings,College/University,12.0,Forward-Guard,1992.0,2002.0,No,No,203.2,104.3,USA,2
258,1610612757,Portland,Trail Blazers,Brian Grant,Inactive,1610612758.0,Sacramento,Kings,College/University,13.0,Forward-Center,1994.0,2005.0,No,No,205.74,115.2,USA,3
82,1610612758,Sacramento,Kings,Bill Wennington,Inactive,1610612742.0,Dallas,Mavericks,College/University,13.0,Center,1985.0,1999.0,No,No,213.36,111.1,USA,2
1915,1610612751,New Jersey,Nets,Evan Eschmeyer,Inactive,1610612751.0,New Jersey,Nets,College/University,5.0,Center,1999.0,2003.0,No,No,210.82,113.4,USA,2
1715,1610612758,Sacramento,Kings,Jason Williams,Inactive,1610612758.0,Sacramento,Kings,College/University,12.0,Guard,1998.0,2010.0,No,No,185.42,81.6,USA,3
2061,1610612745,Houston,Rockets,Dan Langhi,Inactive,1610612742.0,Dallas,Mavericks,College/University,4.0,Forward,2000.0,2003.0,No,No,210.82,99.8,USA,1
692,1610612753,Orlando,Magic,Andrew DeClercq,Inactive,1610612744.0,Golden State,Warriors,College/University,11.0,Center,1995.0,2004.0,No,No,208.28,115.7,USA,1
1504,1610612744,Golden State,Warriors,Danny Fortson,Inactive,1610612749.0,Milwaukee,Bucks,College/University,10.0,Center-Forward,1997.0,2006.0,No,No,203.2,117.9,USA,2
2123,1610612761,Toronto,Raptors,Garth Joseph,Inactive,0.0,Undrafted,Undrafted,Unknown,2.0,Center,2000.0,2000.0,No,No,218.44,138.8,USA,1
105,1610612748,Miami,Heat,Dan Majerle,Inactive,1610612756.0,Phoenix,Suns,College/University,14.0,Guard-Forward,1988.0,2001.0,No,No,198.12,100.7,USA,1
77,1610612738,Boston,Celtics,Doug Overton,Inactive,1610612765.0,Detroit,Pistons,College/University,12.0,Guard,1992.0,2003.0,No,No,190.5,86.2,USA,1
238,1610612755,Philadelphia,76ers,Tyrone Hill,Inactive,1610612744.0,Golden State,Warriors,College/University,14.0,Forward,1990.0,2003.0,No,No,205.74,113.4,USA,2
1714,1610612739,Cleveland,Cavaliers,Robert Traylor,Inactive,1610612742.0,Dallas,Mavericks,College/University,8.0,Forward-Center,1998.0,2004.0,No,No,203.2,128.8,USA,1
935,1610612762,Utah,Jazz,Bryon Russell,Inactive,1610612762.0,Utah,Jazz,College/University,13.0,Guard-Forward,1993.0,2005.0,No,No,200.66,102.1,USA,2
961,1610612765,Detroit,Pistons,John Wallace,Inactive,1610612752.0,New York,Knicks,College/University,8.0,Forward,1996.0,2003.0,No,No,205.74,102.1,USA,1
721,1610612754,Indiana,Pacers,Tyus Edney,Inactive,1610612758.0,Sacramento,Kings,College/University,4.0,Guard,1995.0,2000.0,No,No,177.8,75.3,USA,1
754,1610612739,Cleveland,Cavaliers,Jim Jackson,Inactive,1610612742.0,Dallas,Mavericks,College/University,14.0,Forward-Guard,1992.0,2005.0,No,No,198.12,99.8,USA,1
1533,1610612739,Cleveland,Cavaliers,Anthony Johnson,Inactive,1610612758.0,Sacramento,Kings,College/University,14.0,Guard,1997.0,2009.0,No,No,190.5,88.5,USA,5
1683,1610612739,Cleveland,Cavaliers,Larry Robinson,Inactive,0.0,Undrafted,Undrafted,Unknown,7.0,Guard,1990.0,2001.0,No,No,190.5,81.6,USA,2
165,1610612745,Houston,Rockets,Hakeem Olajuwon,Inactive,1610612745.0,Houston,Rockets,College/University,19.0,Center,1984.0,2002.0,No,Yes,213.36,115.7,Africa,1
1509,1610612745,Houston,Rockets,Kelvin Cato,Inactive,1610612742.0,Dallas,Mavericks,College/University,11.0,Center,1997.0,2006.0,No,No,210.82,124.7,USA,4
1723,1610612739,Cleveland,Cavaliers,Matt Harpring,Inactive,1610612753.0,Orlando,Magic,College/University,12.0,Forward,1998.0,2008.0,No,No,200.66,104.3,USA,3
1505,1610612743,Denver,Nuggets,Tariq Abdul-Wahad,Inactive,1610612758.0,Sacramento,Kings,College/University,7.0,Forward-Guard,1997.0,2003.0,No,No,198.12,106.6,Western Europe,2
937,1610612757,Portland,Trail Blazers,Scottie Pippen,Inactive,1610612760.0,Seattle,SuperSonics,College/University,18.0,Forward-Guard,1987.0,2003.0,No,Yes,203.2,103.4,USA,1
280,1610612752,New York,Knicks,Felton Spencer,Inactive,1610612750.0,Minnesota,Timberwolves,College/University,12.0,Center,1990.0,2001.0,No,No,213.36,131.5,USA,2
1897,1610612741,Chicago,Bulls,Metta World Peace,Inactive,1610612741.0,Chicago,Bulls,College/University,18.0,Forward,1999.0,2016.0,No,No,200.66,117.9,USA,6
2053,1610612741,Chicago,Bulls,Dalibor Bagaric,Inactive,1610612741.0,Chicago,Bulls,Other Team/Club,4.0,Center,2000.0,2002.0,No,No,215.9,131.5,Eastern Europe,1
406,1610612747,Los Angeles,Lakers,Shaquille O'Neal,Inactive,1610612753.0,Orlando,Magic,College/University,19.0,Center,1992.0,2010.0,No,Yes,215.9,147.4,USA,5
2106,1610612760,Seattle,SuperSonics,Ruben Wolkowyski,Inactive,0.0,Undrafted,Undrafted,Unknown,2.0,Forward,2000.0,2002.0,No,No,208.28,124.7,Latin America,1
324,1610612750,Minnesota,Timberwolves,Anthony Peeler,Inactive,1610612747.0,Los Angeles,Lakers,College/University,14.0,Guard,1992.0,2004.0,No,No,193.04,94.3,USA,2
422,1610612759,San Antonio,Spurs,Avery Johnson,Inactive,0.0,Undrafted,Undrafted,Unknown,17.0,Guard,1988.0,2003.0,No,No,180.34,83.9,USA,3
1918,1610612764,Washington,Wizards,Obinna Ekezie,Inactive,1610612763.0,Vancouver,Grizzlies,College/University,5.0,Center,1999.0,2004.0,No,No,205.74,122.5,Africa,1
2037,1610612741,Chicago,Bulls,Jamal Crawford,Inactive,1610612739.0,Cleveland,Cavaliers,College/University,21.0,Guard,2000.0,2019.0,No,No,195.58,90.7,USA,7
1500,1610612741,Chicago,Bulls,Ron Mercer,Inactive,1610612738.0,Boston,Celtics,College/University,9.0,Guard-Forward,1997.0,2004.0,No,No,200.66,97.5,USA,2
1924,1610612766,Charlotte,Hornets,Lee Nailon,Inactive,1610612766.0,Charlotte,Hornets,College/University,6.0,Forward,2000.0,2005.0,No,No,205.74,109.3,USA,2
699,1610612760,Seattle,SuperSonics,Brent Barry,Inactive,1610612743.0,Denver,Nuggets,College/University,15.0,Guard,1995.0,2008.0,No,No,200.66,95.3,USA,3
384,1610612743,Denver,Nuggets,Calbert Cheaney,Inactive,1610612764.0,Washington,Bullets,College/University,13.0,Guard-Forward,1993.0,2005.0,No,No,200.66,95.3,USA,2
236,1610612763,Vancouver,Grizzlies,Kevin Edwards,Inactive,1610612748.0,Miami,Heat,College/University,11.0,Guard,1988.0,2000.0,No,No,190.5,95.3,USA,1
146,1610612765,Detroit,Pistons,Jud Buechler,Inactive,1610612760.0,Seattle,SuperSonics,College/University,12.0,Guard-Forward,1990.0,2001.0,No,No,198.12,103.4,USA,1
779,1610612752,New York,Knicks,Glen Rice,Inactive,1610612748.0,Miami,Heat,College/University,15.0,Forward-Guard,1989.0,2003.0,No,No,203.2,103.4,USA,1
913,1610612752,New York,Knicks,Larry Johnson,Inactive,1610612766.0,Charlotte,Hornets,College/University,10.0,Forward,1991.0,2000.0,No,No,200.66,106.6,USA,1
924,1610612743,Denver,Nuggets,Anthony Goldwire,Inactive,1610612756.0,Phoenix,Suns,College/University,8.0,Guard,1995.0,2005.0,No,No,187.96,82.6,USA,1
902,1610612739,Cleveland,Cavaliers,Bimbo Coles,Inactive,1610612758.0,Sacramento,Kings,College/University,15.0,Guard,1990.0,2003.0,No,No,187.96,82.6,USA,1
2040,1610612738,Boston,Celtics,Jerome Moiso,Inactive,1610612738.0,Boston,Celtics,College/University,5.0,Forward,2000.0,2004.0,No,No,208.28,117.9,Western Europe,2
766,1610612760,Seattle,SuperSonics,David Wingate,Inactive,1610612755.0,Philadelphia,76ers,College/University,15.0,Guard-Forward,1986.0,2000.0,No,No,195.58,84.8,USA,1
948,1610612752,New York,Knicks,Marcus Camby,Inactive,1610612761.0,Toronto,Raptors,College/University,18.0,Center-Forward,1996.0,2012.0,No,No,210.82,108.9,USA,5
2068,1610612752,New York,Knicks,Lavor Postell,Inactive,1610612752.0,New York,Knicks,College/University,4.0,Guard-Forward,2000.0,2002.0,No,No,195.58,97.5,USA,1
696,1610612754,Indiana,Pacers,Travis Best,Inactive,1610612754.0,Indiana,Pacers,College/University,11.0,Guard,1995.0,2004.0,No,No,180.34,82.6,USA,1
896,1610612748,Miami,Heat,Tim Hardaway,Inactive,1610612744.0,Golden State,Warriors,College/University,14.0,Guard,1989.0,2002.0,No,No,182.88,88.5,USA,1
1761,1610612742,Dallas,Mavericks,Greg Buckner,Inactive,1610612742.0,Dallas,Mavericks,College/University,11.0,Guard,1999.0,2008.0,No,No,193.04,95.3,USA,3
179,1610612739,Cleveland,Cavaliers,Bryant Stith,Inactive,1610612743.0,Denver,Nuggets,College/University,11.0,Guard,1992.0,2002.0,No,No,195.58,95.3,USA,1
1917,1610612742,Dallas,Mavericks,Wang Zhi-zhi,Inactive,1610612742.0,Dallas,Mavericks,Other Team/Club,6.0,Center,2000.0,2004.0,No,No,215.9,128.8,Asia,1
953,1610612763,Memphis,Grizzlies,Lorenzen Wright,Inactive,1610612746.0,Los Angeles,Clippers,College/University,14.0,Forward-Center,1996.0,2008.0,No,No,210.82,115.7,USA,3
2213,1610612766,Charlotte,Hornets,Kirk Haston,Inactive,1610612766.0,Charlotte,Hornets,College/University,3.0,Forward,2001.0,2002.0,No,No,205.74,109.8,USA,1
1683,1610612752,New York,Knicks,Larry Robinson,Inactive,0.0,Undrafted,Undrafted,Unknown,7.0,Guard,1990.0,2001.0,No,No,190.5,81.6,USA,2
2040,1610612766,Charlotte,Hornets,Jerome Moiso,Inactive,1610612738.0,Boston,Celtics,College/University,5.0,Forward,2000.0,2004.0,No,No,208.28,117.9,Western Europe,2
344,1610612765,Detroit,Pistons,Dana Barros,Inactive,1610612760.0,Seattle,SuperSonics,College/University,15.0,Guard,1989.0,2003.0,No,No,180.34,74.8,USA,1
1895,1610612750,Minnesota,Timberwolves,William Avery,Inactive,1610612750.0,Minnesota,Timberwolves,College/University,4.0,Guard,1999.0,2002.0,No,No,187.96,81.6,USA,1
